id,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,default_payment_next_month,adverse_target,profile_group_id
2540,20000,male,graduate_school,married,49,-1,-1,-1,-1,-2,-2,1044,0,5596,0,0,0,0,5596,0,0,0,0,0,0,17153024577423862379
2541,210000,male,high_school,married,37,-1,-1,-1,-1,-1,-1,2359,1519,1939,1939,1939,1520,1519,1939,1939,1939,1520,2358,0,0,10059432101093616726
2542,100000,female,graduate_school,married,35,2,0,0,2,2,2,47253,49489,53034,53568,54563,56013,3000,5000,2000,2000,2500,2300,1,1,9125236280839166832
2543,100000,male,graduate_school,single,28,0,0,0,0,0,0,72970,100360,91329,76840,77455,79472,30000,4094,2900,2850,3300,3123,0,0,4149824790727109263
2544,230000,female,university,married,34,-2,-2,-2,-2,-2,-2,2329,1894,2528,1865,1496,1873,1894,2532,1865,1496,1873,0,0,0,794713204940954609
2545,20000,male,university,single,25,0,0,0,0,0,0,13896,12906,13983,10983,5400,0,2000,2500,2000,0,0,0,1,1,6018542009578732013
2546,40000,male,graduate_school,single,24,0,0,0,0,0,0,30096,30819,13816,10291,7441,7435,1300,2013,319,415,266,277,1,1,5450289725594321280
2547,100000,male,high_school,married,51,-1,-1,-1,0,0,0,54530,37295,96251,36221,36424,37791,55000,100044,2000,2000,2000,3000,0,0,14884788096571138440
2548,20000,male,high_school,single,26,0,0,0,0,0,0,16514,17547,18541,19250,19805,20356,1306,1300,1000,1000,1258,590,0,0,647441428692198810
2549,140000,male,university,single,32,0,0,0,0,0,0,31367,29652,30178,20989,17125,14739,1614,10018,2009,1003,1017,1012,0,0,17857313621388794737
2550,50000,male,high_school,single,23,2,2,2,0,0,0,44470,51192,48506,18524,19239,19283,7800,173,1000,1000,1000,1000,0,0,3753637504865359250
2551,30000,female,university,single,26,0,0,-1,0,0,0,17341,-1030,29718,27417,28489,28427,485,31509,1500,1502,1500,3000,0,0,4399480102921946242
2552,80000,male,university,single,28,0,0,0,-2,-2,-2,15268,5135,0,0,0,0,1315,0,0,0,0,0,0,0,18441831324844964129
2553,20000,female,high_school,married,31,0,0,0,0,0,0,15654,16425,17265,16647,12213,10998,1330,1170,500,420,397,221,1,1,4494035748008650426
2554,210000,female,graduate_school,single,26,0,0,0,0,-1,-1,9899,6000,4100,0,10790,7373,1008,1000,0,10790,7373,0,0,0,15831388535781779327
2555,220000,female,graduate_school,other_or_unknown,33,-1,-1,-1,-1,-1,-1,3378,1531,942,608,1738,277,1531,942,608,1738,277,492,0,0,6090129086236059924
2556,150000,female,graduate_school,married,30,0,0,0,0,0,0,40046,47317,48849,35920,37433,10791,7995,5849,1196,2000,1000,1000,0,0,7183981865248936266
2557,200000,male,graduate_school,single,28,-1,-1,-1,-1,-1,-1,508,10680,1190,527,4524,5522,10712,1194,527,4537,5538,3883,0,0,9277236730142832507
2558,200000,female,graduate_school,single,28,2,2,2,2,0,0,68398,73564,73548,44234,42599,46192,6900,1966,12,1604,5164,1104,1,1,16600141431942165810
2559,50000,male,university,single,39,0,0,0,0,0,0,26813,22999,17485,10588,8368,940,1708,1454,289,1508,1042,0,0,0,2074240188346893083
2560,80000,female,graduate_school,single,28,0,0,0,0,2,2,9782,11620,14415,16177,16582,16178,2001,3000,2000,800,0,600,0,0,8443646680366078671
2561,310000,female,graduate_school,single,32,-2,-2,-2,-2,-2,-2,20138,8267,65993,8543,1695,750,8267,66008,8543,1695,750,7350,1,1,1653965774387678138
2562,210000,male,graduate_school,single,29,0,0,0,0,2,0,140619,144410,148555,156733,153230,155159,7000,9000,11550,0,5389,5338,0,0,12261747489777550289
2563,140000,male,graduate_school,married,40,2,0,0,2,2,2,136785,137175,140773,133147,140350,136475,5051,12602,0,12000,0,5000,1,1,18208413583589375713
2564,20000,female,university,married,32,0,0,0,0,0,0,15498,16409,17291,17588,18034,18658,1600,1600,1000,1000,1500,700,0,0,9559668007570928885
2565,10000,female,graduate_school,single,23,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14429591180765322081
2566,250000,female,graduate_school,single,30,0,-1,2,0,0,-1,5607,9416,3421,11521,20424,7467,10000,0,10000,10000,17771,322,0,0,15317963467247507331
2567,280000,male,graduate_school,single,31,1,-1,-1,0,0,-2,0,3495,2783,2001,-339,-1180,3495,2783,0,0,0,0,0,0,7458117171570459092
2568,210000,male,university,married,48,-1,-1,-1,0,-1,-1,8666,8666,17307,8666,8666,17303,8666,17307,173,8666,17303,173,0,0,13999600640666208882
2569,10000,male,university,single,54,0,0,2,2,0,0,5186,8225,8244,7963,8134,9995,3300,300,0,299,2000,0,0,0,16817449975474547559
2570,60000,female,high_school,married,59,0,0,0,0,-1,0,59174,60922,61800,0,51301,52327,3298,3000,0,51301,2029,2083,0,0,16674763860064766575
2571,180000,female,graduate_school,single,38,0,0,-2,-2,-2,-2,184650,0,0,0,0,0,0,0,0,0,0,0,0,0,10339518948240353251
2572,10000,female,graduate_school,single,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14634549116691653025
2573,200000,female,graduate_school,married,41,-2,-1,2,0,-1,-1,0,5932,5674,1484,4680,0,5932,0,0,4680,0,0,0,0,13189848230738553162
2574,120000,female,graduate_school,single,29,-1,-1,-1,-2,-1,-1,1171,644,-155,-155,745,542,1000,0,0,2530,542,922,0,0,17883577744689085499
2575,160000,female,university,married,28,0,0,0,0,0,0,54232,55456,56625,57757,59424,60631,2100,2100,2500,3000,2200,2200,0,0,16361244920012901079
2576,180000,male,graduate_school,married,48,0,0,0,0,0,0,167140,160707,162477,166861,171083,169365,8000,6000,7000,7000,7000,7000,0,0,1765474470463061861
2577,60000,female,high_school,married,42,0,0,0,0,0,0,58186,58364,59108,38827,39670,37503,2382,2373,1324,1402,1460,1045,0,0,18435004280588819575
2578,80000,male,university,married,27,0,0,0,0,0,0,73000,71338,47202,38133,39096,40510,5000,2000,1500,1500,2000,2000,0,0,18027768167426038236
2579,200000,male,graduate_school,single,27,-1,0,-1,-1,-1,-1,9747,17230,198,875,1977,2052,10051,198,877,1982,2058,2939,0,0,2688040606110662395
2580,20000,female,high_school,single,22,1,2,0,0,2,2,18590,17838,18680,19788,22265,21629,0,1307,1580,3100,0,1000,1,1,17434983915801345736
2581,360000,female,university,single,31,0,0,-2,-2,-2,-2,17582,0,0,0,0,0,0,0,0,0,0,0,0,0,8354618305109478253
2582,140000,female,graduate_school,single,43,1,2,0,0,0,0,147560,142435,142096,136836,139417,141889,3,5000,5000,5100,10200,5000,0,0,1572263712560843130
2583,110000,female,high_school,married,46,0,0,2,2,0,0,94025,101460,102724,100188,102110,107014,8942,3800,0,3685,6580,4703,1,1,8866108334374231669
2584,360000,female,graduate_school,married,33,1,-2,-2,-1,0,0,-200,-200,0,13467,17800,0,0,200,13467,5300,0,0,0,0,11085807348789839171
2585,30000,female,graduate_school,single,22,-1,-1,-1,0,0,-2,3963,6222,2936,588,0,0,6222,2936,0,0,0,0,0,0,226067970935405290
2586,100000,male,university,single,25,0,0,0,0,-2,-2,76222,79564,49000,-1000,0,0,4700,1500,0,31000,0,0,0,0,475247475626497099
2587,60000,male,high_school,single,34,0,0,0,0,0,0,35187,36236,37220,37963,38875,39184,1616,1600,1336,1500,1448,1157,1,1,14766077512024796413
2588,130000,female,graduate_school,single,32,1,-2,-1,-1,-2,-1,0,0,3726,0,0,1300,0,3726,0,0,1300,5400,0,0,14585710454406001203
2589,240000,female,university,single,34,-1,-1,-1,-1,-1,0,5516,4950,5232,6464,3820,11870,4950,5232,6464,3820,10000,2000,0,0,10854450941201239567
2590,210000,female,university,married,35,2,2,2,0,0,2,61189,62721,61115,62334,66196,64979,3100,0,2235,4870,0,2563,1,1,17258351549779039109
2591,360000,male,graduate_school,single,25,-1,-1,-1,0,0,-1,586,14074,5672,5084,3317,1646,14076,5672,0,0,1646,3875,0,0,176061227027231819
2592,30000,female,university,single,22,1,2,2,0,0,-2,22167,22474,18180,15900,0,0,1000,150,0,0,0,0,0,0,14447271689587007094
2593,480000,male,graduate_school,married,49,1,-1,-1,-1,-1,0,-220,38929,339176,33146,37337,33777,39149,344261,33312,37511,31383,10633,0,0,15521574033934625351
2594,90000,female,other_or_unknown,single,49,-1,-1,-2,-2,-2,-2,1722,0,0,0,0,0,0,0,0,0,0,11135,0,0,7731369954571830934
2595,50000,female,graduate_school,married,42,0,0,0,0,0,0,4908,7479,11902,13871,19466,8128,3000,5000,5000,7000,3000,2000,0,0,9390728413694728670
2596,20000,male,high_school,single,41,0,0,0,0,0,0,9186,9459,10102,10452,10907,10400,1200,1200,500,1000,600,0,0,0,16308784829533460726
2597,160000,female,university,single,27,-2,-2,-1,-1,-1,0,490,-85,5215,4115,3921,3421,3085,5300,1000,22200,2000,149763,0,0,6946305180200429772
2598,90000,female,university,single,24,0,0,0,0,0,0,14520,14747,4753,5152,4664,4833,1240,1220,1000,500,800,1680,0,0,12176475542168011419
2599,300000,female,other_or_unknown,married,34,-2,-2,-2,-2,-2,-2,9474,0,0,0,0,0,0,0,0,0,0,0,0,0,6870663864350573098
2600,500000,male,graduate_school,married,43,-1,-1,-1,-1,-1,-1,640,600,1490,1822,1740,0,600,1490,1822,1740,0,1486,0,0,15825964277964021068
2601,130000,female,high_school,single,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6231997874976942596
2602,250000,male,high_school,married,62,0,0,0,0,0,0,38924,38468,35930,40106,38214,28494,5000,5000,5000,3000,2000,10000,0,0,87997597177823559
2603,10000,male,high_school,single,25,2,0,0,0,0,-2,4693,5371,6327,6055,0,0,1300,1600,400,0,0,0,1,1,6350322108839067147
2604,340000,male,graduate_school,single,30,0,0,-1,-1,-1,0,1933,2855,872,981,22936,8097,1000,872,981,22936,5000,5939,0,0,11402252817423322961
2605,60000,male,high_school,single,24,-1,0,0,0,0,0,15527,16882,18190,27465,27643,27816,2000,2000,10000,991,1010,989,0,0,56520732893799272
2606,50000,male,university,married,47,0,0,0,0,0,0,48308,48019,48647,26894,10875,15878,2200,2068,3048,418,12004,5001,0,0,12529835915376056641
2607,170000,male,university,single,34,-1,-1,2,0,-1,-1,7885,7190,6854,3142,5000,0,2336,0,0,5000,0,0,0,0,8010521874794532067
2608,490000,male,high_school,married,51,-1,-1,-1,-1,-1,-1,389,376,467,78,399,10,377,481,1,711,1,1,1,1,8896099264338367625
2609,20000,female,university,married,26,0,0,0,0,2,0,17679,16720,17705,19228,18804,19316,1300,1277,1800,0,1000,1000,1,1,11808964275216999514
2610,550000,male,university,married,47,0,0,0,0,0,-2,68328,76797,55200,30000,0,0,10000,20000,5000,0,0,0,0,0,11129463626343543733
2611,340000,female,university,single,39,0,0,0,0,0,0,66623,61474,57160,58794,61231,62516,2500,2500,2500,3300,2200,3000,0,0,16603198539726093006
2612,10000,male,university,single,32,0,0,0,0,0,0,9576,9028,9644,9790,9990,0,1384,1000,196,200,0,0,0,0,4494806974485815448
2613,230000,female,university,single,25,-2,-2,-2,-2,-2,-2,0,0,13499,9078,11009,6172,0,13499,9117,11009,6172,869,0,0,5976424555308664291
2614,30000,male,university,married,39,1,2,0,0,0,0,29388,27850,28525,29091,28923,29553,0,1452,1018,1038,1100,964,0,0,5749306760889623211
2615,200000,female,university,single,42,-1,-1,0,0,-2,-1,73032,12928,88930,30000,67861,18929,12928,79365,30000,37861,18929,15004,0,0,7655380940802982142
2616,450000,female,graduate_school,married,37,0,0,-1,-1,-1,-1,13371,13480,5747,3339,9458,7231,4000,5747,3339,18916,7231,4972,0,0,13705797729989955201
2617,380000,male,high_school,married,44,0,0,0,0,0,0,329877,309781,295550,277650,264217,238368,12055,9837,9154,9042,8515,7745,1,1,7149501226938566054
2618,50000,female,university,married,31,2,0,0,0,0,0,29767,30206,27905,17174,17533,17240,1615,1670,605,626,654,567,1,1,12519499618141058495
2619,80000,female,graduate_school,single,27,0,0,0,0,0,0,23107,24674,25351,25981,26464,23714,5034,10000,1000,1000,1000,1000,0,0,14559607266420105986
2620,150000,female,university,married,42,1,-2,-2,-1,-1,-1,0,0,0,11068,0,189,0,0,11068,0,189,3307,1,1,6641125141127224204
2621,50000,female,university,single,44,0,0,0,0,-1,-1,49006,49139,47608,3990,390,0,2000,1000,3600,390,0,4870,0,0,3317046662101105593
2622,210000,female,graduate_school,single,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11597044748977078891
2623,100000,female,university,single,24,0,0,0,0,0,2,59712,61743,63714,65056,73062,71738,3000,3000,2400,9100,0,4000,0,0,5686580809565219588
2624,100000,male,university,single,38,0,0,0,0,0,-1,25994,27173,44285,45433,3952,3723,1994,19462,3000,302,3723,15462,0,0,12893346399077700083
2625,500000,male,graduate_school,married,45,0,0,0,0,0,0,3136,2345,8471,7234,5828,1906,2002,7505,145,33,1150,300,0,0,14135291971713706901
2626,30000,female,high_school,married,58,0,0,0,0,0,0,9819,10873,9646,9995,10371,5139,1230,1100,419,600,500,500,0,0,10996926021621127672
2627,50000,male,university,single,46,0,-1,0,0,0,0,53541,29308,20274,19945,20472,21000,31483,1408,3000,1000,869,5000,0,0,7230493615586714043
2628,50000,female,university,single,23,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546936390486857734
2629,420000,female,university,married,36,-1,-1,-1,-1,-1,-1,3663,4338,3400,2535,3216,4652,4338,3400,2535,3216,2652,2500,0,0,9350103656879955586
2630,30000,female,university,married,32,2,2,0,0,0,-1,28156,27422,28335,20946,15525,7422,0,1542,1024,1000,7422,281,1,1,5937737853921270482
2631,240000,male,graduate_school,single,32,0,0,0,0,0,0,240790,224497,213580,191771,166239,146584,6892,7866,5602,6118,6023,27064,0,0,67383494523831536
2632,80000,female,high_school,married,55,0,0,0,0,0,0,69116,64325,59653,55159,56277,57347,2500,2000,2000,2000,2000,2000,0,0,971982055649923729
2633,330000,male,graduate_school,single,45,0,0,0,0,0,0,265362,246735,248541,231534,230309,235992,7500,8001,7000,7000,8000,8000,1,1,5192503399853233392
2634,50000,male,university,married,30,1,2,2,0,0,0,49371,50092,49029,25313,26006,27217,1800,240,1000,1100,1800,1500,1,1,2655888677279487454
2635,200000,female,graduate_school,married,42,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,665,1,1,11872358062448578234
2636,210000,female,graduate_school,married,34,1,-2,-1,-1,2,-1,-300,-716,416,1132,566,416,0,1548,1132,0,416,416,0,0,388450862974392937
2637,130000,male,university,single,31,1,2,2,2,0,0,70722,69040,70912,63626,59200,38263,0,4130,43,2000,1368,1418,0,0,16995089429455121484
2638,390000,male,graduate_school,single,28,-1,0,0,0,0,0,10439,25143,35165,44543,45631,45793,15007,10529,10000,1773,2000,1592,0,0,3896175126845441421
2639,100000,male,high_school,married,40,0,0,-1,-1,-2,-2,12878,7702,2377,0,0,0,2000,2377,40000,0,0,0,0,0,41021512441175451
2640,140000,female,graduate_school,married,33,0,0,0,0,0,0,85314,87042,90165,91318,94847,35773,4000,5000,2000,4000,5000,6000,0,0,6517845769773460114
2641,80000,female,high_school,married,35,2,2,2,2,2,0,70002,71389,73788,74463,72834,74190,3100,4204,2790,0,3043,2625,1,1,6896049823075907495
2642,50000,female,high_school,married,42,1,3,4,3,2,0,44498,46740,45718,44696,43848,44718,3240,0,0,0,1600,1845,1,1,3660825194203687812
2643,50000,male,university,single,25,0,0,0,0,0,3,21316,23038,24720,26370,29332,28574,2375,2375,2375,3547,0,0,0,0,13866337456969933812
2644,360000,male,graduate_school,married,39,1,-2,-2,-2,-1,-1,0,0,0,0,691,7020,0,0,0,691,7020,0,0,0,10611313523248682146
2645,170000,female,university,married,49,1,2,0,0,0,0,153322,149027,150920,145689,33588,0,0,6320,5045,1000,0,0,1,1,18134018516093462703
2646,50000,male,university,single,41,0,0,0,0,0,0,48152,45974,44792,18649,16260,18745,2043,3000,14000,545,5000,308,0,0,7389758123553627090
2647,310000,female,graduate_school,single,25,2,0,0,0,0,0,266270,273719,235796,188031,170898,68369,11677,8406,6000,5074,3000,3000,1,1,7120553828494405211
2648,210000,male,graduate_school,single,31,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,326,133,1,1,7071122626462461495
2649,140000,male,university,married,37,0,0,0,0,0,0,90186,74504,72358,48081,45543,26788,2805,2877,1360,1400,1026,1200,0,0,9043459449060868766
2650,150000,female,graduate_school,single,37,0,0,0,0,0,0,127111,106956,106129,106531,107062,109938,3878,3794,3783,3892,4662,3500,0,0,5798071050338475266
2651,170000,male,graduate_school,married,40,-1,-1,-1,-1,-1,0,2000,2210,3000,2000,5000,3000,2210,3000,2000,5000,0,4000,1,1,18136186825231074343
2652,260000,female,graduate_school,single,25,-1,2,-1,0,0,0,148,75,12117,9620,8690,11744,7,12117,2,0,3054,6972,1,1,15220206383167369497
2653,170000,female,graduate_school,single,26,0,0,0,0,2,0,99387,102141,103972,108405,102303,99767,5250,5100,7500,0,3900,3600,0,0,17762027772833030105
2654,310000,female,graduate_school,single,35,1,-2,-1,0,0,0,0,0,4488,4696,84522,86206,0,4488,264,80000,2950,3055,0,0,16061722700122650913
2655,50000,female,high_school,single,23,0,0,0,0,0,2,34364,34212,33886,32929,34549,33458,1861,2004,1324,3768,1,1141,0,0,10606907809113773541
2656,260000,female,graduate_school,married,35,2,2,-2,-1,0,0,1013,0,0,6895,3718,0,0,0,6895,0,0,0,1,1,4930124353608122902
2657,100000,male,graduate_school,single,27,0,0,2,2,2,2,36014,39321,39145,39494,39896,28256,4200,900,1400,900,6440,500,1,1,13504717456821601782
2658,40000,female,university,married,25,0,0,0,0,2,2,40633,40311,39380,41389,40628,41389,4300,2000,2938,0,3700,0,0,0,14709956968481862070
2659,180000,female,graduate_school,married,46,1,2,2,2,2,2,82505,86302,84020,97554,95878,112141,6000,0,15000,0,18000,0,0,0,15917403435523010441
2660,50000,male,high_school,married,41,2,2,2,0,0,0,26184,29261,28444,28878,27655,24480,3500,0,1100,1100,2000,1000,0,0,15707484871952826061
2661,200000,male,graduate_school,single,29,-1,-1,-1,0,-1,-1,4810,0,726,726,495,1402,0,726,0,495,1562,1420,1,1,16873492915758653750
2662,320000,female,university,married,53,0,0,0,0,0,0,33589,34608,38544,44486,52319,51764,3000,6000,8000,10000,1900,2000,0,0,490557278247874332
2663,220000,female,graduate_school,single,45,-1,-1,-1,-1,-1,-1,4624,2874,1210,632,15243,5471,2888,1216,640,15251,5472,4045,0,0,4652603703191998476
2664,180000,male,university,married,46,0,0,0,0,0,0,60005,41223,49108,50016,45956,52926,3000,10000,3000,5000,15000,0,0,0,14647716435918555363
2665,50000,female,university,single,36,0,0,0,0,0,2,94228,47635,42361,19574,20295,19439,2000,1500,1000,1800,0,1000,1,1,14848053899856519622
2666,50000,female,university,single,22,0,0,0,0,0,-1,29637,30805,30336,13378,-1022,29857,1826,1200,268,0,31448,792,0,0,7308403043776882179
2667,150000,female,graduate_school,single,32,0,0,0,0,0,0,83275,84220,77956,77682,52300,56223,3006,3000,2000,222,11170,5000,0,0,16777112333003250344
2668,120000,female,graduate_school,married,38,-1,-1,2,-1,-1,-1,6856,17329,2047,8568,8814,17180,19600,0,14150,9000,17000,0,0,0,2676509387811083840
2669,30000,male,university,single,34,0,0,0,0,0,0,29302,30052,29349,29476,30014,29785,1530,1416,1142,1102,1106,3450,0,0,7756419787458807472
2670,10000,male,other_or_unknown,married,43,-1,0,0,0,-2,-2,17560,9829,3604,0,0,0,2537,1000,0,0,0,0,1,1,3937424127945752005
2671,380000,male,graduate_school,single,34,-2,-2,-2,-2,-2,-2,34869,6305,5736,900,16915,936,6336,5766,904,16915,940,0,0,0,14003454370351464369
2672,320000,female,graduate_school,married,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14441584469410776518
2673,30000,female,university,single,41,0,-1,-1,0,-1,2,1448,1261,630,240,690,150,1261,630,0,840,0,780,0,0,5365287401285475177
2674,470000,male,university,single,29,0,0,0,0,0,0,72830,49502,47771,52979,119678,94721,4003,4003,8003,70003,5030,6003,0,0,14688698745737756335
2675,80000,female,high_school,married,40,0,0,0,0,0,0,75768,78069,79196,25722,26261,26784,3500,2934,897,929,935,984,0,0,8438424804984536860
2676,20000,male,university,married,60,-1,-1,2,0,0,0,8570,10651,9944,10142,9591,10400,2620,0,500,380,1000,0,0,0,5384864595501316074
2677,120000,male,graduate_school,married,51,0,0,2,0,0,0,125702,130461,131281,128594,117561,116732,8300,4500,4260,4595,4311,4280,0,0,3161179344363831893
2678,150000,female,graduate_school,single,37,1,-2,-1,0,0,0,0,0,584,596,596,0,0,584,12,0,0,0,0,0,15825465470660940528
2679,200000,female,university,single,43,0,0,0,0,0,0,180680,184436,188181,190775,196449,192085,8155,8302,7225,10153,6987,5262,0,0,4095408640043152363
2680,20000,male,university,single,40,0,0,0,0,0,-2,45429,47961,49562,4410,0,0,2819,2420,88,0,0,0,0,0,12519214454511660406
2681,170000,female,high_school,married,36,0,0,0,0,0,0,85780,80568,79823,79335,79506,80252,2906,3002,3000,3000,3500,3000,0,0,15450476305540293021
2682,150000,female,graduate_school,single,34,-1,-1,-2,-1,0,-1,900,0,0,740,740,545,0,0,740,0,545,550,0,0,17755320757893572799
2683,160000,male,university,single,30,-1,-1,-1,-1,-1,-1,632,0,632,316,0,316,0,632,316,0,316,316,0,0,15930878661323768269
2684,280000,female,graduate_school,single,32,-1,-1,-1,-1,-1,-1,45536,11509,2110,2121,6789,14959,11509,5000,2121,6789,14959,16067,0,0,5829454368343592874
2685,60000,male,graduate_school,married,42,2,0,0,0,0,2,39986,41036,42449,43243,48537,47606,2000,2100,1800,6000,0,2000,1,1,9803003487449820162
2686,100000,male,high_school,married,44,0,0,0,0,0,0,39649,43608,46899,47447,48035,40484,5000,5000,1554,1595,1686,1200,0,0,15554337208921119078
2687,360000,male,university,single,48,0,0,0,0,0,-2,68032,63174,44536,80570,8333,8325,4500,3000,50000,8400,8325,12967,0,0,9735228807710002235
2688,500000,female,graduate_school,married,44,-2,-1,0,0,0,-1,71921,367979,294969,189612,128459,167105,368199,6486,234,90,167116,372495,0,0,7106039431604709930
2689,290000,female,graduate_school,single,30,0,0,0,0,0,0,284239,284692,230891,232778,235004,226959,11000,10000,8000,10000,8000,7500,1,1,14640219573956591030
2690,160000,female,graduate_school,single,31,-2,-2,-2,-1,-1,-1,0,0,0,150,150,150,0,0,150,150,150,178,0,0,8956433447981384935
2691,50000,male,university,married,47,0,0,0,0,0,0,22923,23264,23879,23960,24067,24253,1400,1400,850,871,974,962,0,0,16771860274074914858
2692,250000,female,university,married,35,0,0,0,0,0,0,27107,36565,39711,47523,52726,57649,10000,10000,10000,6000,6000,5000,0,0,14614894699706275457
2693,350000,male,graduate_school,married,42,-1,-1,-1,-1,-1,-1,3800,3138,4150,3750,1362,8210,3138,4160,3750,2272,8210,9731,0,0,4037621895314300848
2694,100000,female,university,married,22,0,0,0,0,0,0,99415,101507,99511,99813,95816,96884,4600,3478,3461,3461,3684,3510,0,0,15828346051643400422
2695,30000,male,university,single,33,1,2,0,0,0,0,31956,30425,30615,29304,28996,28970,0,1753,1200,1041,1194,1100,0,0,3524503972655868970
2696,450000,female,graduate_school,married,36,1,-1,-1,-2,-2,-2,0,2500,2500,0,0,0,2500,2500,0,0,0,0,0,0,1571612543894243753
2697,20000,female,high_school,single,40,-1,-1,0,0,0,0,9755,894,5625,9625,12625,0,894,5000,4000,3000,0,0,0,0,11515953874387379835
2698,30000,female,high_school,single,26,0,0,0,0,0,0,28063,29304,28047,26840,28271,28134,1700,1407,1200,2000,2000,1000,0,0,7970869396604331781
2699,150000,female,high_school,single,47,0,0,0,2,0,0,103226,64671,64293,58024,59230,54638,2627,4123,0,1304,1338,376,0,0,4309522718491428329
2700,30000,male,university,married,36,1,3,2,0,0,0,22327,21696,21054,21315,21623,22261,0,0,908,800,1000,1809,0,0,6908477300579001812
2701,10000,male,high_school,single,23,0,0,0,0,0,0,6001,4308,3421,3615,4402,5173,2000,1500,400,1000,1000,500,0,0,6102592443395462330
2702,50000,female,high_school,single,47,0,0,0,0,2,0,17569,18592,19621,21748,21262,21682,1613,1642,2769,0,923,950,0,0,16594951743558595270
2703,50000,female,graduate_school,single,22,0,-1,-1,-1,-1,-1,4124,1070,0,1217,3766,381,1070,0,1217,3766,381,1980,0,0,18018733325656807227
2704,130000,female,university,single,23,2,2,2,0,0,0,6271,6871,7599,9459,10303,11128,1500,1000,2000,1000,1000,1000,0,0,13811068965692162498
2705,50000,female,high_school,single,22,0,0,0,0,0,0,47066,45132,47756,28275,28082,28846,2300,3862,2000,1100,1500,1100,0,0,3530680247640732153
2706,180000,female,university,single,25,0,0,0,0,0,0,177633,139415,136942,114632,117808,120302,5203,30023,10024,10000,4458,5000,0,0,8799868054674784469
2707,30000,male,university,married,47,2,2,2,0,0,0,24081,29818,28966,26902,25426,26799,6155,0,1030,1049,5000,482,1,1,18315655159667556647
2708,60000,female,university,single,24,0,0,0,0,0,0,29717,28208,21372,18746,16745,16544,2076,1500,1500,689,2000,2983,0,0,6662912392302447075
2709,200000,male,graduate_school,single,26,0,0,0,0,0,0,16811,21290,20207,23858,33236,33337,5023,4007,5001,10020,5073,5064,0,0,5318262925596994474
2710,30000,female,high_school,single,23,0,0,-1,-1,-1,0,18292,18450,390,390,780,780,1000,390,390,780,0,0,0,0,13658516745011042051
2711,320000,female,university,single,36,0,0,0,0,0,0,262613,164486,169691,188527,145676,135254,10043,15005,21640,5004,11628,20020,0,0,4960104180947400586
2712,360000,female,graduate_school,married,37,-1,2,2,-2,-2,-2,1605,1448,0,0,0,0,14,0,0,0,0,0,0,0,18360057401856409462
2713,60000,female,graduate_school,married,39,0,0,2,0,0,0,56045,59524,58563,56831,53628,34490,5000,2000,1000,3000,8000,0,0,0,2345918965881358270
2714,50000,female,university,single,28,-2,-2,-1,0,0,0,13733,5570,2698,4640,6554,8434,2037,2698,2000,2000,2000,2000,0,0,1854663956201640997
2715,30000,male,university,single,35,2,2,2,2,2,2,27143,28211,28654,27897,29587,30152,1800,1200,0,2300,1200,0,0,0,4085230250766897037
2716,50000,female,university,married,31,1,2,0,0,0,0,34644,33669,19124,18117,18496,18880,0,1597,649,671,691,700,0,0,17998951491073816721
2717,70000,female,graduate_school,single,24,0,0,0,0,0,0,42105,35575,32772,29766,29286,29404,1614,2042,2002,1052,1055,1063,0,0,17304911807446684054
2718,310000,male,graduate_school,single,44,1,-1,-1,-2,-2,-2,-42,7281,0,0,0,0,7323,0,0,0,0,0,0,0,9280636763991791195
2719,170000,female,university,single,39,-1,-1,-1,-1,-1,-1,2860,15643,1104,190,4786,2714,15643,1108,191,4786,2714,7714,0,0,12282249227141062257
2720,150000,male,graduate_school,married,49,-2,-2,-2,-2,-2,-2,111348,109115,102598,3039,-309,-309,6000,4044,309,0,0,0,0,0,5825831095285554773
2721,120000,female,graduate_school,single,30,-1,-1,-1,-1,-1,-1,3333,0,3333,0,984,984,0,3333,0,984,984,984,0,0,16712849432828008908
2722,100000,female,graduate_school,single,33,0,0,0,0,0,0,75374,44796,47294,38712,39304,40479,2000,5000,1521,1595,2000,2716,0,0,13138259612205613142
2723,140000,male,graduate_school,single,41,2,2,2,0,0,0,138379,143684,139902,142729,142406,142694,9000,0,6800,40000,5600,5900,1,1,9248998334109701435
2724,180000,female,high_school,married,47,-1,0,0,0,0,0,14525,13828,10394,17562,8495,5090,1347,5000,10026,5000,785,5000,0,0,14033038842303117576
